id,verdict,group,tier,sanitizer_kind,model,target,declaration,original,report,omc_outcome,reason,proposed_action
FINDING-05005,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,pipe.flowPort_b.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-simplecooling-pipe-flowport-b-medium-rho-intent.md,advisory/FINDING-05005.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-05006,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,ambient2.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-simplecooling-ambient2-medium-rho-intent.md,advisory/FINDING-05006.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-05007,advisory,physical-intent-question,Candidate,physical-intent-question,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,ambient2.flowPort.medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/Media/Medium.mo:4,FINDING-simplecooling-ambient2-flowport-medium-rho-intent.md,advisory/FINDING-05007.md,,"The analyzer observed a value or permissive declaration that is unusual for the quantity, but it has no component contract or user assumption establishing that the generic physical rule applies. It therefore asks the author about intent and deliberately makes no defect claim.","Ask the author whether the value/domain is intended. If it is, add a component contract or user assumption; if it is not, add the appropriate declaration bound. Promote to a violation only after that intent evidence is available."
FINDING-05008,false-positive,physical-zero-is-a-supported-limit,Candidate,physical-zero-is-a-supported-limit,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,heatCapacitor.C,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/HeatTransfer/Components/HeatCapacitor.mo:3,FINDING-simplecooling-heatcapacitor-c-zerolimit.md,false-positives/FINDING-05008.md,,The v2 result explicitly records that zero is a supported component limit. It says the positivity rule does not apply and does not claim that the model is defective.,Keep this as a regression proving the detector suppresses or labels the non-defect correctly.
FINDING-05009,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SinglePortLeft.mo:19,FINDING-simplecooling-medium-cp-divzero.md,unresolved/FINDING-05009.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-05010,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SinglePortLeft.mo:20,FINDING-simplecooling-medium-cp-divzero-2.md,unresolved/FINDING-05010.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-05011,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:34,FINDING-simplecooling-medium-rho-divzero.md,unresolved/FINDING-05011.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-05012,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:35,FINDING-simplecooling-medium-cp-divzero-3.md,unresolved/FINDING-05012.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-05013,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:36,FINDING-simplecooling-medium-cp-divzero-4.md,unresolved/FINDING-05013.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-05014,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,medium.rho,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:34,FINDING-simplecooling-medium-rho-divzero-2.md,unresolved/FINDING-05014.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-05015,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:35,FINDING-simplecooling-medium-cp-divzero-5.md,unresolved/FINDING-05015.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-05016,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/TwoPort.mo:36,FINDING-simplecooling-medium-cp-divzero-6.md,unresolved/FINDING-05016.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-05017,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SinglePortLeft.mo:19,FINDING-simplecooling-medium-cp-divzero-7.md,unresolved/FINDING-05017.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
FINDING-05018,unresolved,divisor-reachable-zero,Candidate,divisor-reachable-zero,Modelica.Thermal.FluidHeatFlow.Examples.SimpleCooling,medium.cp,target/msl/ModelicaStandardLibrary-4.1.0/Modelica 4.1.0/Thermal/FluidHeatFlow/BaseClasses/SinglePortLeft.mo:20,FINDING-simplecooling-medium-cp-divzero-8.md,unresolved/FINDING-05018.md,not-reproduced-by-omc,"The static denominator witness remains arithmetically valid, but independent OpenModelica did not establish the claimed differential failure. The paired execution outcome was `not-reproduced-by-omc`; a clean short run is not enough to prove the path can never execute later.","Use the generated wrapper as a regression, extend execution to the model's relevant experiment horizon, and obtain a clean baseline plus an attributed numerical failure before calling this a true positive."
